Sequence ID,Dayhoff statistic of serine,Percentage of serine,Secondary turn fraction,Instability Index,Proteasomal cleavages (MHC ligands),Molecular Weight,Count of linear B-cell epitopes,Dayhoff statistic of proline,Percentage of proline,N-linked glycosylation sites,Probability of Expression Inclusion Bodies,Dayhoff statistic of lysine,Secretory pathway signal peptide (SP),Mitochondrial targeting peptide (mTP),Percentage of lysine,Molar Extinction Coefficient A280,Arginine and lysine propeptide cleavage sites,Dayhoff statistic of asparagine,Dayhoff statistic of histidine,Binding Regions in Disordered Proteins,Percentage of histidine,Percentage of secondary helix,Dayhoff statistic of methionine,Percentage of asparagine,Percentage of methionine,Percentage of non polar mole,Percentage of small mole,Percentage of polar mole,Average hydrogen sparing,Average sulphur sparing,Dayhoff statistic of arginine,Percentage of arginine,Average oxygen sparing,Average nitrogen sparing,Percentage of isoleucine,Dayhoff statistic of isoleucine,Secondary sheet fraction,Dayhoff statistic of alanine,Percentage of alanine,Secondary helix fraction,Percentage of aliphatic mole,C-mannosylation sites,Dayhoff statistic of valine,Percentage of valine,Grand average of hydropathy (GRAVY),Class I Immunogenicity score,Percentage of glycine,Dayhoff statistic of glycine,SS,SN,PS,PL,LS,SQ,NS,SP,SR,QP,KV,LN,ST,GK,HS,DS,KA,PP,PR,GA,RS,II,RR,NN,EK,ME,QS,SD,MK,DK,IV,SV,PV,LP,VP,KK,SL,SE,AM,AI,KL,PG,IA,AK,KT,RL,PI,HL,RF,LG,GD,EN,AV,RP,YM,NP,TF,HN,TR,NH,VI,YH,FP,DF,SA,VK,AS,IP,AD,NL,YI,CC,NR,LR,KN,FS,TS,PE,IE,MA,FH,CK,DG,VT,PQ,DH,IK,MQ,IG,IS,PH,KD,WC,GI,GV,FI,EP,IH,RH,CV,QA,HY,IF,DM,IY,CP,GH,WR,WS,HF,PY,VV,HW,KG,KF,NE,YP,KC,HQ,MG
gi|685956468|gb|KGB32648.1|,1.465,10.2536,0.2508,51.0248125689,583,208780.8,916,0.827,4.2999,16,0.761,1.036,0.034,0.284,6.8357,223460,3,1.551,1.571,25,3.1422,35,0.940,6.6703,1.5987,41.29,47.9603,58.71,9.9063,0.0265,1.440,7.0562,2.5893,1.4686,4.6858,1.041,0.2266,0.526,4.5204,0.2596,18.247,0,0.727,4.796,-0.85815876516,-13.4505,3.8589,0.459,0.0209,0.0099,0.0055,0.005,0.0083,0.0039,0.0083,0.0039,0.005,0.0017,0.0022,0.0022,0.0072,0.0022,0.0039,0.0055,0.0039,0.0055,0.0017,0.0022,0.0044,0.0028,0.0077,0.0066,0.0055,0.0022,0.0033,0.0039,0.0011,0.0044,0.0022,0.0039,0.0039,0.0055,0.0028,0.0055,0.0044,0.0099,0.0006,0.0028,0.0028,0.0006,0.0017,0.0017,0.0044,0.0077,0.0017,0.0039,0.0033,0.0039,0.0017,0.0017,0.0017,0.0033,0.0,0.0039,0.0017,0.0011,0.0061,0.0017,0.0028,0.0011,0.0011,0.0011,0.0033,0.0039,0.0022,0.0006,0.0033,0.0028,0.0006,0.0006,0.0066,0.0083,0.005,0.0033,0.0061,0.0028,0.0022,0.0,0.0006,0.0006,0.0028,0.0033,0.0022,0.0028,0.005,0.0006,0.0022,0.0033,0.0006,0.0044,0.0,0.0022,0.0028,0.0017,0.0011,0.0017,0.0044,0.0006,0.0055,0.0011,0.0028,0.0011,0.0017,0.0006,0.0017,0.0006,0.0017,0.0022,0.0,0.0028,0.0,0.0044,0.0022,0.0022,0.0017,0.0022,0.0022,0.0011
gi|685956510|gb|KGB32687.1|,2.395,16.7665,0.3263,66.5868413174,211,74245.24,410,1.094,5.6886,9,0.972,0.794,0.034,0.632,5.2395,42860,3,1.810,1.647,13,3.2934,17,0.793,7.7844,1.3473,36.6766,57.9341,63.3234,9.6347,0.0329,1.253,6.1377,2.5988,1.4132,6.4371,1.430,0.1632,0.383,3.2934,0.2201,16.7665,0,0.454,2.994,-0.726646706587,-10.7332,2.3952,0.285,0.0359,0.0105,0.0015,0.003,0.0165,0.0075,0.0165,0.0195,0.006,0.0015,0.0015,0.012,0.0225,0.0015,0.0075,0.006,0.003,0.003,0.006,0.0,0.0105,0.0015,0.0105,0.0075,0.003,0.0,0.0015,0.0075,0.0015,0.003,0.0,0.0015,0.0045,0.009,0.0,0.006,0.009,0.003,0.0,0.0,0.0015,0.0015,0.003,0.0015,0.0015,0.006,0.006,0.0045,0.0015,0.0015,0.0,0.0045,0.0,0.0015,0.0,0.003,0.0045,0.0015,0.003,0.0015,0.003,0.003,0.0015,0.0015,0.006,0.0015,0.0045,0.0045,0.0015,0.0045,0.0015,0.0,0.0,0.0015,0.0045,0.003,0.021,0.003,0.006,0.0,0.0,0.0015,0.0015,0.003,0.0015,0.0015,0.0015,0.0015,0.0,0.0165,0.0015,0.0015,0.0,0.0015,0.003,0.003,0.0015,0.003,0.003,0.0,0.0,0.0015,0.0,0.0015,0.0,0.003,0.0,0.0,0.0015,0.0015,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0015,0.0015,0.0
gi|685957579|gb|KGB33665.1|,1.908,13.3527,0.312,54.1732946299,198,78064.64,245,0.865,4.4993,7,0.844,0.792,0.125,0.191,5.225,62800,0,2.329,1.524,4,3.0479,23,1.025,10.0145,1.7417,44.1219,51.0885,55.8781,9.7765,0.0406,0.859,4.209,2.5762,1.3817,6.5312,1.451,0.2134,0.321,2.7576,0.2946,21.4804,0,0.726,4.7896,-0.489840348331,-7.4541,3.3382,0.397,0.0203,0.0116,0.0058,0.0131,0.0189,0.0015,0.0087,0.0131,0.0044,0.0029,0.0015,0.0058,0.0102,0.0015,0.0073,0.0029,0.0029,0.0015,0.0029,0.0,0.0087,0.0,0.0029,0.0218,0.0029,0.0015,0.0102,0.0058,0.0,0.0044,0.0029,0.0102,0.0015,0.0058,0.0015,0.0015,0.0102,0.0015,0.0015,0.0,0.0058,0.0,0.0015,0.0015,0.0015,0.0044,0.0015,0.0029,0.0029,0.0029,0.0015,0.0044,0.0029,0.0,0.0,0.0029,0.0029,0.0029,0.0029,0.0044,0.0029,0.0015,0.0015,0.0,0.0029,0.0015,0.0015,0.0029,0.0015,0.0029,0.0015,0.0,0.0029,0.0058,0.0044,0.0058,0.0058,0.0029,0.0029,0.0,0.0,0.0,0.0029,0.0015,0.0029,0.0,0.0073,0.0,0.0015,0.0116,0.0,0.0015,0.0,0.0029,0.0044,0.0058,0.0015,0.0044,0.0,0.0,0.0015,0.0,0.0044,0.0,0.0015,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0015,0.0029,0.0087,0.0,0.0029,0.0015,0.0
gi|226490148|emb|CAX69316.1|,1.380,9.6618,0.2729,40.7538647343,123,46478.21,179,1.068,5.5556,5,0.847,0.403,0.194,0.256,2.657,42860,0,1.854,1.691,1,3.3816,15,1.563,7.971,2.657,52.8986,54.5894,47.1014,9.7174,0.0556,0.986,4.8309,2.4686,1.3502,7.2464,1.610,0.2005,0.674,5.7971,0.3188,21.0145,0,0.732,4.8309,-0.0589371980676,1.4908,4.1063,0.489,0.0072,0.0097,0.0097,0.0,0.0048,0.0024,0.0024,0.0048,0.0048,0.0024,0.0,0.0048,0.0145,0.0,0.0024,0.0072,0.0024,0.0048,0.0072,0.0024,0.0,0.0121,0.0024,0.0048,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0024,0.0024,0.0048,0.0048,0.0,0.0097,0.0072,0.0,0.0024,0.0024,0.0,0.0024,0.0,0.0024,0.0097,0.0048,0.0024,0.0,0.0048,0.0,0.0,0.0072,0.0,0.0,0.0024,0.0121,0.0024,0.0048,0.0024,0.0,0.0,0.0072,0.0,0.0097,0.0,0.0024,0.0024,0.0,0.0072,0.0048,0.0048,0.0048,0.0024,0.0024,0.0072,0.0121,0.0048,0.0,0.0,0.0,0.0,0.0,0.0121,0.0,0.0,0.0048,0.0,0.0,0.0072,0.0,0.0024,0.0,0.0024,0.0,0.0072,0.0,0.0072,0.0024,0.0024,0.0048,0.0,0.0048,0.0024,0.0024,0.0,0.0048,0.0,0.0024,0.0024,0.0048,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0024,0.0
gi|226481545|emb|CAX73670.1|,2.113,14.7929,0.3373,30.516765286,143,53075.31,281,0.948,4.931,5,0.837,0.299,0.045,0.491,1.9724,20970,0,1.651,0.690,3,1.3807,23,1.044,7.1006,1.7751,46.3511,64.6943,53.6489,9.1538,0.0296,0.403,1.9724,2.5621,1.2249,4.3393,0.964,0.2268,0.872,7.4951,0.2406,17.7515,0,0.747,4.931,-0.135108481262,-2.5585,6.9034,0.822,0.0355,0.0059,0.0118,0.0059,0.0118,0.0039,0.0099,0.0059,0.002,0.002,0.0039,0.0099,0.0197,0.002,0.0039,0.0,0.0,0.0039,0.002,0.0059,0.0,0.0,0.0,0.0039,0.002,0.0,0.0039,0.0059,0.0,0.0,0.0039,0.0099,0.0,0.0039,0.0039,0.0,0.0158,0.0,0.0039,0.002,0.002,0.0039,0.0059,0.0039,0.0,0.0039,0.0,0.0,0.0,0.0079,0.002,0.002,0.0079,0.0,0.0,0.0059,0.0,0.002,0.002,0.0,0.0,0.0,0.002,0.002,0.0118,0.0,0.0118,0.002,0.002,0.002,0.0,0.0,0.0,0.002,0.0,0.0079,0.0256,0.0,0.002,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0039,0.0039,0.0,0.0,0.0,0.002,0.0059,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0
gi|56755525|gb|AAW25941.1|,1.957,13.6986,0.3096,58.009890411,119,40392.97,246,0.843,4.3836,5,0.968,1.536,0.043,0.140,10.137,35870,0,1.211,1.370,7,2.7397,14,0.645,5.2055,1.0959,39.4521,56.4384,60.5479,9.5288,0.0384,1.286,6.3014,2.5808,1.4356,4.9315,1.096,0.1479,0.478,4.1096,0.1945,13.6986,1,0.664,4.3836,-1.04849315068,-7.6664,7.6712,0.913,0.0247,0.0164,0.0027,0.0,0.0055,0.0,0.011,0.0027,0.011,0.0055,0.0055,0.0027,0.011,0.0027,0.0055,0.011,0.0,0.0027,0.0,0.0027,0.011,0.0,0.0027,0.0,0.0027,0.0,0.0,0.0137,0.0,0.0055,0.0027,0.0027,0.0027,0.0,0.0,0.0164,0.0,0.0082,0.0,0.0027,0.0027,0.0082,0.0027,0.0055,0.0027,0.0027,0.0027,0.0027,0.0,0.0055,0.011,0.0027,0.0,0.0082,0.0,0.0,0.0,0.0027,0.0027,0.0027,0.0,0.0027,0.0,0.0,0.011,0.0027,0.0055,0.0027,0.0,0.0027,0.0,0.0,0.0055,0.0027,0.0,0.0,0.0027,0.0,0.0082,0.0,0.0027,0.0055,0.0027,0.0082,0.0027,0.0027,0.0027,0.0,0.0082,0.0027,0.0,0.0,0.0,0.0,0.0027,0.0,0.0027,0.0027,0.0027,0.0055,0.0027,0.0027,0.0,0.0027,0.0,0.0027,0.0055,0.0,0.0,0.0,0.0027,0.0,0.0,0.0027,0.0027,0.0027,0.0055,0.0,0.0027,0.0
gi|226483361|emb|CAX73981.1|,1.431,10.0196,0.279,42.6259332024,139,56610.15,251,0.945,4.9116,5,0.824,0.953,0.217,0.044,6.2868,54890,0,1.965,1.670,10,3.3399,21,0.578,8.4479,0.9823,44.9902,55.9921,55.0098,9.6326,0.0354,0.762,3.7328,2.5442,1.4047,6.0904,1.353,0.1749,0.640,5.501,0.2652,20.4322,0,1.191,7.8585,-0.570333988212,-5.0901,4.5187,0.538,0.0157,0.0118,0.0039,0.002,0.0098,0.0079,0.0098,0.0079,0.0,0.0059,0.0059,0.0079,0.0,0.0039,0.0,0.0059,0.0039,0.002,0.0039,0.0,0.0039,0.0,0.0,0.0079,0.0039,0.0,0.002,0.0059,0.0,0.002,0.0059,0.0079,0.0079,0.0039,0.002,0.0039,0.0039,0.0098,0.0,0.002,0.0059,0.0,0.002,0.0039,0.0039,0.0059,0.0039,0.0,0.0,0.002,0.0039,0.0039,0.0039,0.0039,0.002,0.002,0.0,0.0,0.0,0.002,0.002,0.0,0.002,0.0039,0.0039,0.0059,0.0098,0.0039,0.0,0.0039,0.0,0.002,0.0059,0.0,0.002,0.002,0.0039,0.0,0.002,0.0,0.0,0.002,0.002,0.0098,0.0039,0.002,0.0059,0.0,0.0039,0.0079,0.002,0.0059,0.0,0.002,0.0,0.0039,0.002,0.002,0.002,0.0039,0.0059,0.0,0.0059,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.002,0.0098,0.0,0.0,0.0039,0.002
gi|353232184|emb|CCD79539.1|,1.623,11.3636,0.277,46.4343892045,239,78733.33,214,1.093,5.6818,9,0.793,0.495,0.036,0.357,3.267,113680,0,1.189,1.634,0,3.267,29,0.836,5.1136,1.4205,56.108,52.8409,43.892,9.7088,0.0355,1.044,5.1136,2.4631,1.3395,5.1136,1.136,0.2372,0.809,6.9602,0.3438,22.7273,0,1.033,6.8182,-0.0686079545455,1.143,5.5398,0.659,0.0142,0.0085,0.0057,0.0085,0.0142,0.0057,0.0085,0.0057,0.0057,0.0028,0.0,0.0028,0.0028,0.0,0.0014,0.0043,0.0014,0.0085,0.0014,0.0071,0.0057,0.0014,0.0,0.0014,0.0,0.0,0.0043,0.0085,0.0,0.0014,0.0028,0.0114,0.0,0.0043,0.0071,0.0,0.0043,0.0014,0.0014,0.0028,0.0085,0.0057,0.0057,0.0057,0.0028,0.0085,0.0028,0.0043,0.0028,0.0028,0.0,0.0014,0.0014,0.0014,0.0,0.0,0.0028,0.0014,0.0057,0.0014,0.0014,0.0028,0.0,0.0014,0.0057,0.0014,0.0071,0.0043,0.0014,0.0014,0.0028,0.0,0.0014,0.0099,0.0,0.0014,0.0014,0.0014,0.0028,0.0,0.0043,0.0014,0.0014,0.0071,0.0,0.0014,0.0028,0.0,0.0,0.0043,0.0014,0.0014,0.0014,0.0028,0.0071,0.0057,0.0043,0.0,0.0014,0.0,0.0,0.0028,0.0043,0.0,0.0,0.0,0.0,0.0014,0.0014,0.0,0.0043,0.0057,0.0014,0.0043,0.0028,0.0057,0.0043,0.0,0.0014,0.0014
gi|360044486|emb|CCD82034.1|,2.196,15.3695,0.3232,63.3558719212,335,112212.83,511,1.137,5.9113,8,0.976,0.881,0.069,0.085,5.8128,59820,0,1.535,1.330,16,2.6601,23,1.101,6.601,1.8719,44.0394,56.0591,55.9606,9.6877,0.0404,1.307,6.4039,2.5192,1.4177,4.4335,0.985,0.1911,0.504,4.335,0.2532,19.7044,0,0.985,6.5025,-0.536256157635,-20.2762,4.4335,0.528,0.0246,0.0099,0.0059,0.0059,0.0079,0.0079,0.0099,0.0079,0.0069,0.0059,0.003,0.0079,0.0069,0.0039,0.0049,0.0108,0.002,0.0059,0.0,0.003,0.0138,0.002,0.0089,0.003,0.001,0.001,0.0069,0.0089,0.002,0.002,0.0049,0.0108,0.003,0.0069,0.0049,0.0039,0.0148,0.0049,0.001,0.001,0.0069,0.002,0.002,0.003,0.002,0.0039,0.001,0.002,0.0,0.003,0.0069,0.003,0.002,0.0039,0.001,0.0039,0.002,0.001,0.0049,0.001,0.002,0.0,0.0039,0.003,0.0079,0.003,0.0079,0.002,0.002,0.0059,0.001,0.0,0.0049,0.0059,0.0039,0.003,0.0108,0.0039,0.002,0.0,0.003,0.002,0.001,0.0039,0.002,0.002,0.001,0.001,0.001,0.0049,0.0,0.001,0.0,0.002,0.001,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.0,0.002,0.0,0.0,0.0,0.001,0.0049,0.0,0.0039,0.001,0.003,0.0,0.002,0.001,0.0
gi|685961124|gb|KGB36782.1|,1.329,9.3023,0.2815,48.3739290086,260,93305.29,323,1.248,6.4871,4,0.835,0.890,0.067,0.325,5.8752,132700,2,1.793,1.408,2,2.8152,16,1.728,7.7111,2.9376,48.8372,51.4076,51.1628,9.8519,0.0502,0.974,4.7736,2.5251,1.3892,6.6095,1.469,0.1885,0.356,3.06,0.2962,20.3182,0,0.816,5.3856,-0.513096695226,-4.8729,4.6512,0.554,0.011,0.0073,0.0098,0.0037,0.0061,0.0037,0.0098,0.0061,0.0024,0.0037,0.0012,0.0061,0.0049,0.0049,0.0037,0.0049,0.0024,0.0073,0.0024,0.0012,0.0024,0.0012,0.0049,0.0122,0.0024,0.0,0.0037,0.0061,0.0024,0.0037,0.0049,0.0037,0.0049,0.0049,0.0049,0.0073,0.0135,0.0086,0.0,0.0037,0.0061,0.0049,0.0024,0.0,0.0037,0.0049,0.0037,0.0037,0.0037,0.0049,0.0024,0.0024,0.0024,0.0012,0.0012,0.0037,0.0012,0.0049,0.0024,0.0037,0.0037,0.0012,0.0024,0.0024,0.0037,0.0024,0.0024,0.0061,0.0037,0.0037,0.0024,0.0037,0.0049,0.0037,0.0012,0.0012,0.0061,0.0,0.0037,0.0012,0.0024,0.0,0.0024,0.0061,0.0037,0.0,0.0037,0.0012,0.0012,0.0098,0.0,0.0049,0.0012,0.0061,0.0073,0.0012,0.0012,0.0024,0.0012,0.0,0.0,0.0012,0.0012,0.0024,0.0024,0.0,0.0012,0.0,0.0,0.0012,0.0024,0.0012,0.0,0.0024,0.0037,0.0,0.0037,0.0,0.0,0.0037
gi|1084306892|ref|XP_018645169.1|,1.475,10.325,0.2428,37.2141491396,166,58764.57,156,0.699,3.6329,2,0.737,0.956,0.017,0.870,6.3098,45270,0,1.112,1.816,1,3.6329,41,1.350,4.7801,2.2945,50.2868,48.3748,49.7132,9.8356,0.0402,0.976,4.7801,2.5086,1.3614,6.3098,1.402,0.2486,0.734,6.3098,0.3078,21.7973,0,0.985,6.501,-0.297896749522,-2.9607,5.5449,0.660,0.0115,0.0057,0.0038,0.0,0.0076,0.0076,0.0076,0.0038,0.0038,0.0,0.0019,0.0076,0.0,0.0019,0.0057,0.0,0.0057,0.0019,0.0019,0.0,0.0057,0.0038,0.0019,0.0019,0.0057,0.0019,0.0,0.0076,0.0019,0.0076,0.0019,0.0019,0.0019,0.0038,0.0038,0.0,0.0076,0.0057,0.0019,0.0019,0.0076,0.0019,0.0019,0.0057,0.0019,0.0057,0.0038,0.0,0.0,0.0076,0.0,0.0057,0.0038,0.0,0.0,0.0,0.0019,0.0,0.0057,0.0038,0.0057,0.0019,0.0019,0.0019,0.0076,0.0019,0.0076,0.0019,0.0038,0.0038,0.0,0.0,0.0019,0.0057,0.0019,0.0057,0.0038,0.0057,0.0019,0.0019,0.0019,0.0019,0.0,0.0,0.0019,0.0,0.0038,0.0,0.0057,0.0096,0.0,0.0019,0.0,0.0038,0.0038,0.0057,0.0038,0.0019,0.0,0.0019,0.0019,0.0019,0.0038,0.0019,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0019,0.0019,0.0038,0.0019,0.0019,0.0,0.0,0.0019,0.0
gi|685960487|gb|KGB36175.1|,1.792,12.544,0.2884,52.9384642438,288,94606.96,360,0.924,4.8066,5,0.792,0.675,0.020,0.932,4.4549,85720,1,1.281,1.231,8,2.4619,25,0.621,5.51,1.0551,47.5967,53.6928,52.4033,9.6917,0.0199,1.292,6.3306,2.5498,1.3728,6.3306,1.407,0.2239,0.654,5.6272,0.2919,21.6882,0,0.853,5.6272,-0.422743259086,-2.1728,5.9789,0.712,0.0246,0.0023,0.0023,0.0035,0.0106,0.0035,0.0047,0.0035,0.0047,0.0012,0.0,0.0023,0.0129,0.0012,0.0012,0.0117,0.0012,0.0059,0.0012,0.0023,0.007,0.0035,0.007,0.0106,0.0012,0.0,0.0035,0.0059,0.0,0.0047,0.0023,0.007,0.0047,0.0035,0.0023,0.0023,0.0117,0.0012,0.0,0.0035,0.007,0.0012,0.007,0.0012,0.0012,0.007,0.0,0.0082,0.0023,0.0047,0.0047,0.0035,0.0035,0.0023,0.0,0.0023,0.0023,0.0,0.0047,0.0012,0.0023,0.0012,0.0012,0.0023,0.0035,0.0023,0.0129,0.0059,0.0023,0.0059,0.007,0.0,0.0023,0.0106,0.0035,0.0035,0.0082,0.0059,0.0059,0.0,0.0023,0.0,0.0012,0.0023,0.0,0.0023,0.0035,0.0,0.0035,0.007,0.0,0.0035,0.0,0.0059,0.0059,0.0035,0.0059,0.0,0.0035,0.0,0.0,0.0012,0.0012,0.0012,0.0012,0.0,0.0012,0.0,0.0023,0.0,0.0023,0.0059,0.0012,0.0023,0.0012,0.0,0.0012,0.0,0.0012,0.0012
gi|685956575|gb|KGB32750.1|,1.950,13.6531,0.3284,43.7346863469,78,29336.1,78,0.923,4.797,3,0.893,0.559,0.096,0.152,3.69,15470,1,1.802,0.923,0,1.845,13,0.651,7.7491,1.107,50.1845,56.4576,49.8155,9.6236,0.0369,1.054,5.1661,2.5055,1.3432,11.8081,2.624,0.1845,0.558,4.797,0.3026,25.8303,0,0.727,4.797,-0.108487084871,-0.6378,6.6421,0.791,0.0221,0.0074,0.0037,0.0074,0.0148,0.0037,0.0037,0.0,0.0037,0.0037,0.0,0.0111,0.0111,0.0,0.0,0.0074,0.0,0.0,0.0037,0.0,0.0074,0.0148,0.0037,0.0111,0.0,0.0,0.0037,0.0148,0.0,0.0074,0.0037,0.0148,0.0037,0.0111,0.0,0.0,0.0037,0.0074,0.0,0.0185,0.0037,0.0074,0.0037,0.0,0.0,0.0037,0.0037,0.0037,0.0037,0.0,0.0074,0.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0148,0.0037,0.0037,0.0074,0.0037,0.0111,0.0,0.0,0.0,0.0,0.0037,0.0148,0.0037,0.0037,0.0074,0.0037,0.0,0.0,0.0074,0.0037,0.0,0.0,0.0037,0.0,0.0074,0.0185,0.0,0.0037,0.0037,0.0037,0.0037,0.0037,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0037,0.0037,0.0,0.0037,0.0,0.0037,0.0,0.0,0.0037,0.0037,0.0037,0.0037,0.0037,0.0,0.0,0.0,0.0
gi|226490262|emb|CAX69373.1|,1.529,10.6996,0.2531,45.0720164609,136,54830.04,197,0.752,3.9095,5,0.535,0.811,0.082,0.053,5.3498,52830,0,1.627,1.749,2,3.4979,29,0.484,6.9959,0.823,46.5021,52.2634,53.4979,9.6523,0.037,0.714,3.4979,2.5741,1.356,6.5844,1.463,0.2037,0.670,5.7613,0.2942,19.9588,0,1.060,6.9959,-0.432304526749,-0.9768,3.7037,0.441,0.0144,0.0041,0.0082,0.0021,0.0082,0.0082,0.0123,0.0,0.0062,0.0021,0.0,0.0021,0.0021,0.0021,0.0041,0.0021,0.0062,0.0,0.0,0.0,0.0041,0.0041,0.0,0.0062,0.0041,0.0,0.0123,0.0082,0.0021,0.0021,0.0041,0.0103,0.0021,0.0021,0.0021,0.0021,0.0062,0.0103,0.0,0.0062,0.0103,0.0062,0.0041,0.0041,0.0041,0.0,0.0041,0.0082,0.0021,0.0021,0.0021,0.0021,0.0041,0.0,0.0021,0.0,0.0021,0.0041,0.0041,0.0041,0.0041,0.0,0.0,0.0,0.0021,0.0103,0.0041,0.0021,0.0,0.0021,0.0021,0.0021,0.0021,0.0,0.0021,0.0021,0.0041,0.0021,0.0,0.0,0.0041,0.0,0.0,0.0062,0.0,0.0041,0.0,0.0,0.0041,0.0103,0.0,0.0,0.0,0.0,0.0041,0.0062,0.0041,0.0021,0.0021,0.0041,0.0,0.0,0.0041,0.0021,0.0,0.0041,0.0,0.0021,0.0,0.0021,0.0,0.0021,0.0,0.0041,0.0041,0.0062,0.0021,0.0,0.0,0.0
gi|76157654|gb|AAX28513.2|,1.685,11.7936,0.2236,63.7987714988,126,46714.2,176,0.189,0.9828,5,0.518,0.893,0.051,0.201,5.8968,17420,0,1.771,0.983,5,1.9656,55,0.434,7.6167,0.7371,34.1523,41.769,65.8477,10.0541,0.0172,1.354,6.6339,2.6904,1.4742,5.1597,1.147,0.3047,0.486,4.1769,0.2531,22.8501,0,0.633,4.1769,-0.900982800983,-6.2059,1.9656,0.234,0.0172,0.0,0.0,0.0025,0.0246,0.0172,0.0147,0.0049,0.0074,0.0025,0.0,0.0098,0.0049,0.0,0.0,0.0049,0.0025,0.0,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0123,0.0,0.0074,0.0025,0.0025,0.0,0.0,0.0098,0.0025,0.0,0.0,0.0049,0.0098,0.0123,0.0,0.0,0.0049,0.0,0.0,0.0049,0.0098,0.0197,0.0,0.0074,0.0,0.0025,0.0025,0.0074,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0049,0.0,0.0,0.0,0.0,0.0049,0.0025,0.0074,0.0025,0.0025,0.0074,0.0025,0.0,0.0049,0.0098,0.0025,0.0,0.0074,0.0,0.0123,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0074,0.0,0.0049,0.0049,0.0,0.0049,0.0,0.0025,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0049,0.0,0.0025,0.0,0.0
gi|685956487|gb|KGB32665.1|,1.327,9.2912,0.2433,40.8432279693,344,115097.17,266,0.921,4.7893,8,0.750,0.639,0.146,0.178,4.2146,50770,0,1.092,1.149,0,2.2989,33,1.916,4.6935,3.2567,55.7471,51.341,44.2529,9.8831,0.0536,1.016,4.9808,2.4435,1.3199,7.0881,1.575,0.2634,0.769,6.6092,0.3343,26.341,0,1.117,7.3755,0.126149425287,-2.9598,5.5556,0.661,0.0125,0.0077,0.0048,0.0038,0.0144,0.0019,0.0019,0.0019,0.001,0.0019,0.0029,0.0038,0.0038,0.0029,0.0029,0.0029,0.0038,0.0067,0.0038,0.0019,0.0057,0.0038,0.0029,0.0029,0.001,0.001,0.0048,0.0057,0.001,0.0019,0.0096,0.0067,0.001,0.0048,0.0029,0.001,0.0134,0.0077,0.0038,0.0077,0.0086,0.0038,0.0038,0.0029,0.0019,0.0096,0.0029,0.001,0.001,0.0057,0.0057,0.0,0.0077,0.0019,0.0,0.0029,0.0019,0.001,0.0029,0.001,0.0038,0.0,0.0019,0.001,0.0048,0.0048,0.0038,0.0038,0.0019,0.0019,0.0,0.0,0.0029,0.0077,0.0019,0.0048,0.0048,0.001,0.0,0.001,0.0029,0.001,0.0038,0.0077,0.0,0.001,0.0038,0.0019,0.0096,0.0067,0.0019,0.001,0.0,0.001,0.0057,0.0038,0.0029,0.0,0.0019,0.0029,0.0029,0.001,0.0029,0.0019,0.001,0.0,0.001,0.0,0.0,0.001,0.0019,0.0057,0.0,0.0029,0.0,0.0029,0.001,0.0029,0.0,0.0019
